category,utterance,expected_action,forbidden_action,priority
"relative_hour_offset","三時間あとで","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","4時間後とか空いてる？","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","あと4時間後で","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","4時間後にお願い","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","1時間後とかいける？","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","あと1時間で","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","1時間後くらい","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","5時間後でもいい？","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","あと5時間後で","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","6時間後なら？","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","30分後いけます？","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","1時間半後とか","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","2時間半後くらい","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"relative_hour_offset","90分後とか空いてますか","現在JST基準で相対時間を計算し requested_datetime を更新する","2時や3時など時計時刻として保存しない","100"
"explicit_clock_after_relative","2時間後なんで23時ですね","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後ってことは23時ですね","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","あと2時間だから23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後の23時でお願いします","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後で夜11時ですね","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後なんで夜11時です","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今から2時間後の23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後だから23時くらい","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後の23時とか空いてる？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","2時間後で23時から","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","3時間後なんで23時ですね","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","3時間後ってことは23時です","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","3時間後の23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","あと3時間だから23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","3時間後で夜11時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","3時間後の夜11時お願いします","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日の23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日23時いけますか","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日の夜11時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","本日23時空いてますか","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日は23時からで","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","23時でお願い","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","23時とかいける？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","夜11時から空いてる？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","夜11時で取れますか","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日の22時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日22時いけますか","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","夜10時でお願いします","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","夜10時とか空いてます？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","22時からいけますか","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","本日22時希望です","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今夜22時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","今日の21時半で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","21時半からいけます？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","夜9時半でお願いします","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","21時30分空いてます？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","明日の23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","明日夜11時いける？","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","12日の23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","12日夜11時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","13日の22時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","13日夜10時から","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","来週金曜23時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"explicit_clock_after_relative","来週土曜夜10時で","明示された時計時刻を優先し date_context と結合して requested_datetime を更新する","相対時間だけで別の時計時刻に上書きしない","100"
"alternative_time_question","それの時間しかいないですか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","その時間しかないですか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","それ以外ないですか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他の時間ないですか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","別の時間あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","違う時間ありますか","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他に空いてる時間は？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","その日で他ない？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","同じ日で他の時間は？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","もっと遅い時間あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","もっと早い時間あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他の枠ある？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてる枠ほかにある？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他に誰か空いてない？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","別の子なら空いてる？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","誰でもいいから他ない？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","フリーでいいから他ない？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","それしか無理？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","そこ以外は？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他の日ならある？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてる日教えて","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","いつ空いてる？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","最短いつ？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてる人いますか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","誰か空いてる？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空きありますか？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","予約できる日あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","今日だと他にあります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","明日ならあります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","次に空くのいつ？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","一番早い空きいつ？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","近い時間で空きある？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","候補を教えて","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","行ける候補あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","入れる時間教えて","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空き時間を知りたい","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","他探してもらえる？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","別案あります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","その後ならあります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","その前ならあります？","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてる時間だけ教えて","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","いける時間を出して","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてるセラピストだけ教えて","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"alternative_time_question","空いてる日ですね","availability_search_mode を true にして同じ満枠返答を繰り返さず別候補を探索する","同じ空きなし返答を連発しない","95"
"candidate_clarification","何時ですか？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","それ何時ですか？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時って言いました？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","今の何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","候補は何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","その候補って何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","時間もう一回言って","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時からでした？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","今言った時間もう一回","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","時間だけもう一回","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何日の何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時のこと？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","それって何時の枠？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","さっきの何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","おすすめされた時間は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","案内された時間は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","候補時間をもう一回","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","どの時間でしたっけ","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時空いてるって？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時ならいけるの？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","今の空き時間は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","その空きは何時から？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時開始ですか？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","開始時間は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時スタート？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","スタート何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","それ何時開始？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","時間確認したい","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","日時もう一回教えて","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時か忘れた","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時だったっけ","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","もう一回時間言って","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","その時間っていつ？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","いつの何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","今の候補はいつ？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","さっきの候補いつ？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","候補日時を教えて","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","その枠の時間は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","入れる時間もう一回","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","空いてる時間もう一回","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","いま言った候補は？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","何時ですかね？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","その時間で何時？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"candidate_clarification","時間は何時になります？","直前に提示した候補日時を説明し新しい希望日時として保存しない","何時を新しい requested_time としてパースしない","90"
"ambiguous_short_reply","はい","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","うん","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","ええ","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","そうです","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","それで","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","それでいい","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","じゃあそれで","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","お願いします","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","大丈夫です","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","いいです","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","それかな","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","たぶん","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","うーん","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","んー","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","まあそれで","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","それっぽい","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","どっちでも","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","任せます","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","おまかせで","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","いい感じで","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","空いてる日ですね","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","空いてる日で","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
"ambiguous_short_reply","空いてる時で","現在の pending state に応じて確認質問を返し低信頼値を保存しない","requested_datetime selected_therapist customer_name を勝手に更新しない","85"
